802334127760490496	negative
624764543663742976	positive
805582613687713793	neutral
637480203497832448	positive
641096279930507265	neutral
625730917647126528	neutral
633292370906230784	positive
676475014070337538	positive
802175075067763968	positive
802160431683031040	neutral
636309350701658112	neutral
623343242826743808	neutral
802282220241174528	positive
621053956437848064	negative
802326968385601544	neutral
638274603295592448	neutral
665708557657075713	neutral
636867553399341056	positive
632977936187027457	neutral
802361154932768768	negative
665361065090416640	negative
639228912904572928	neutral
631909052025540608	positive
623653268913291265	neutral
681607934191734784	positive
638182996210810881	neutral
802142972087299968	neutral
802334063419944960	positive
620515251822440448	positive
632113432796397568	negative
805630103984041984	negative
802320105304686596	neutral
639201536648847360	neutral
805640382033690624	neutral
805669056393183232	neutral
805671581636825088	negative
802268137093820416	negative
802187256371047936	negative
639904431992111104	neutral
639378479050555392	neutral
802350369292460032	neutral
681722950270234624	neutral
677924298867257344	positive
638915723948126208	neutral
633131867731066880	neutral
630622412703404032	neutral
802177212443164032	neutral
636402427617517568	positive
802289132554727424	neutral
801414464490864000	neutral
640323880117235712	neutral
634949101684068352	neutral
637469038650634241	positive
638325418056028161	positive
624583247645667328	positive
802378445623857152	neutral
802314709106126848	neutral
669480117719179264	positive
640796198253764609	neutral
636383822674722817	neutral
805646390181462016	positive
665346802158211072	neutral
637417828635709440	neutral
802394868697956352	negative
628291438560808960	neutral
631950039338889217	positive
633877242284634112	neutral
805652259560366081	neutral
801786801954390016	negative
640683286910496768	positive
802203589586337024	negative
805673014373347328	neutral
680315522408251392	negative
802093621373759488	neutral
802204103942151936	neutral
633624698140528640	neutral
802300085866332160	neutral
632409516064137216	negative
671789727901753346	neutral
637890891806478337	neutral
802352391391690752	negative
805654805305761792	neutral
677266449530904576	negative
641128360480014336	neutral
631822350732824577	positive
641061845676228608	positive
635538366084313088	positive
678560223435595776	positive
640579138689085440	positive
801375732970781952	neutral
802189154872388992	positive
637956172855832576	positive
637327001498488832	positive
802375816860475392	positive
641488027848732672	positive
665267009773408256	positive
802155380633665024	neutral
631749334913036289	negative
638415261117349889	positive
624051435576131584	neutral
629798270752047104	negative
624054852126154752	positive
802122310799003008	neutral
637234794078728192	positive
802368035340357632	negative
626378505916297216	neutral
805586036604555264	negative
802139302956301952	neutral
805649653865644032	neutral
627853873097646080	neutral
802381543041744896	negative
677828430969311232	negative
630099176152563712	neutral
623181288552464384	neutral
680805787715944449	neutral
639022186829844480	positive
622824924042915840	neutral
665327424322695168	neutral
638204081740251136	negative
675367020058161152	neutral
805668417672015872	negative
805705315991818241	neutral
802206310909542016	positive
679629343736336384	positive
802205876069145984	negative
805665888896765952	neutral
680545514148909056	neutral
639893430026534912	positive
628342938536398848	positive
674621641289293833	positive
627845040228954112	neutral
802158003583643008	positive
626071559808004096	negative
805646030591164417	positive
802170622541528960	neutral
641257235893612544	neutral
802372546649800704	neutral
805668428447158274	neutral
802124452968414976	positive
805682890868662272	neutral
805722406694354945	neutral
802141093122936064	neutral
638215701375885312	negative
802377925446213632	neutral
623052474442739712	positive
638892911661318144	positive
629270724155428864	positive
802180335169638016	positive
802212677753912960	neutral
678770012874653696	neutral
802167186508958976	positive
629046948071235584	neutral
633386192675860480	neutral
633382864470585344	neutral
674259609033515008	neutral
669932123592241152	negative
625888509560098817	positive
623733520096186368	positive
635955327540850692	neutral
805668704851755008	neutral
636588678349885440	negative
635646024988667904	negative
675541346858438656	positive
626630028554452992	neutral
802361030324211712	negative
802358769418047488	neutral
805323247613018112	neutral
634953528616706048	positive
638357811450261504	negative
639646946152419329	positive
802162923862948992	negative
661601351005249537	neutral
801917567145164800	neutral
634813515044229120	positive
801873678929719040	negative
640604188834144260	negative
630530962820960256	negative
637479174840651776	neutral
636581985482182656	neutral
677972601101152256	negative
802332655366701056	positive
802029465085812736	positive
639879152191954944	positive
802189759124799489	neutral
802150437717676032	positive
677564834775326720	neutral
664556894237892608	negative
802183069264445056	neutral
630482719814909954	positive
802191021278785536	neutral
639918537285480448	positive
801842457377837056	neutral
634892268038565892	neutral
805664146364727296	negative
802210306785181056	neutral
801802382975922048	positive
805723062670868480	neutral
802076697176768000	positive
633476370241294336	neutral
805670628879724544	positive
640849289820925952	positive
639699530951340032	positive
805603208148164608	neutral
805678347661561861	neutral
805659013052514306	negative
802190360940162944	neutral
802154147315203968	positive
802163805933411968	positive
802176739925490944	positive
801983387422653952	positive
631497977962430464	positive
631851824824348672	neutral
625470811521073152	positive
802187995373858048	negative
802141373646471040	neutral
630160636903845888	positive
680435807098806272	neutral
801863027356114048	neutral
802207525764481024	neutral
805665956081102848	neutral
805654691938004992	neutral
636911916812623872	neutral
802206978495757952	neutral
640863996011266048	neutral
630746890699735040	positive
639452599771488256	negative
802364270625230848	positive
802194354584567040	neutral
640695029107814400	neutral
630168346143535104	neutral
629859853415096320	neutral
805527492043960321	negative
661720504315871232	negative
663960794212634624	positive
802288207039561728	neutral
638267335862820864	positive
639502357747879936	neutral
802205294214413952	negative
679456513337917440	negative
634196927614087168	positive
638324877221609472	positive
801983698350571008	neutral
631521388566814720	negative
802168884941954944	positive
638127291848114177	neutral
633092807591268352	neutral
678302978311229440	neutral
641229534751133696	neutral
631131452047011840	neutral
633794214585847808	positive
641029934350254080	neutral
636370132793696256	neutral
802193973267860992	negative
639515538943791106	neutral
640219825881673728	positive
802140202999442944	neutral
641064126052220928	neutral
640436068827856896	positive
624867128538042368	negative
805647531824779264	neutral
628703467553615873	negative
627941664519270400	negative
623632935384514561	neutral
634893993713770496	neutral
633683904206106624	neutral
678295789316116480	neutral
641064123430735872	negative
802077755139619968	neutral
640976590327926784	positive
635648473275179008	neutral
633173918996525056	neutral
802271739598213120	neutral
677946013420814336	negative
802197165242280960	neutral
629715296748634113	negative
628019259235414016	neutral
626818415819407360	neutral
805662758481973248	negative
802365240939806720	neutral
627189108499218432	positive
667496295376924672	negative
676834990181756928	neutral
802353124270817280	negative
805656836976312320	positive
638553212342112256	positive
802403152737738752	negative
674376052618174464	positive
681385730786988032	neutral
802314557267976192	positive
677527790615334912	negative
634778950451994624	positive
800015774517760000	neutral
640911227649163265	negative
674663449788420096	neutral
660590429096816641	negative
637103950731325440	neutral
626216030893793280	neutral
800021012612059008	neutral
632694145216180224	positive
639154983766781952	neutral
799605718953250816	neutral
801151517768241024	neutral
805670257654435840	positive
802208340042361984	negative
661739458086248449	neutral
661919266778804225	negative
802386320840503296	negative
640590100720652288	neutral
638747772510867456	neutral
681875112086261760	neutral
626296139139166208	neutral
625928761054228480	neutral
805706744773144577	neutral
802212881232199040	neutral
674213779018637312	neutral
634495063293325312	positive
663898714776297472	positive
637820104487604224	negative
667318225382707200	negative
637145533145088000	positive
635494662275403776	neutral
638606312918679552	neutral
802351680536924160	positive
805670722152648704	positive
639205609615826945	negative
640032285882880000	neutral
802347730924208128	negative
802364317513285632	neutral
635061753215340544	neutral
802334282941394944	neutral
640538361866776576	neutral
802363292891148289	positive
660671168773496832	positive
628294903114674176	neutral
801990079086558976	neutral
638119918869815296	neutral
801567484834959360	negative
625537887166017536	neutral
805653210845151232	negative
625442778634256384	neutral
680712173715324928	negative
802383684930138112	neutral
634969606570967040	neutral
641283665410940929	neutral
674598549812879361	negative
802367882277584896	negative
802427292995715072	negative
630221697447129088	negative
633272069585633280	negative
624239378085212160	positive
637481047295401984	neutral
676203548862906368	neutral
639231450575933440	neutral
802180674702740992	negative
623558057763696640	neutral
634418856786726912	positive
680459095200104448	positive
802334806180667392	neutral
638701438407979008	negative
802210935049886976	negative
622945668714246144	neutral
805668552497885184	negative
802368519681798144	neutral
805668027463303168	neutral
628818954820132864	neutral
805671263515512832	negative
802181006304377984	negative
633570727334010880	neutral
641437553250422785	neutral
640098977103355904	positive
805694446876717056	neutral
625558632113963008	negative
802205301529332992	neutral
677481308923252736	positive
623086937830658048	neutral
637813034778501121	neutral
636596802314108928	negative
805689537024274434	neutral
802371819500085249	negative
802197453772647936	neutral
627695018212376576	positive
638191759101706240	positive
637750404407693312	neutral
802369884831105024	neutral
802370918349676545	neutral
671768047477202944	positive
641391897949310976	neutral
677627337761005569	positive
622703970809737217	neutral
677895513086259202	positive
637818931483271168	neutral
635845762308403200	neutral
802132393280667008	positive
674664356416720897	neutral
639679524506959872	positive
636907566342217728	negative
630800378657939457	neutral
801908718380032000	neutral
802365962498424836	negative
801857488312110976	negative
624658878068756480	neutral
632851373495726080	positive
800924227951955968	neutral
681249980716298242	neutral
802347340631830528	neutral
799940246406361088	positive
669432931207798784	positive
801651434601192960	neutral
802178215867464960	negative
805671322089115648	neutral
802205170318851968	negative
639575967258689536	positive
799442232948523009	positive
802211182555737984	neutral
638855826128674816	negative
679354229694287873	positive
802209591878619008	negative
637709208113164292	neutral
802399182744997889	negative
627279350392619012	positive
676632130760392705	negative
639341058434965504	neutral
632366280436248576	neutral
640721561352306688	neutral
623983016596099073	positive
634649587047878656	neutral
625133270280175616	positive
802203374787640960	positive
631627594270642176	neutral
802382126129758208	negative
639949619619753984	neutral
638243671251488769	neutral
641028365676359680	negative
802372165257478144	negative
640327074218160128	neutral
630869447843184642	neutral
638165350966669312	negative
629275627703525376	neutral
639103621137764352	negative
802184875528908032	neutral
633462668410515457	neutral
640498244045242368	neutral
801436145762652164	neutral
802189029693394048	neutral
636527207549157376	positive
800836385993322496	negative
802217883258548225	neutral
802169294603821056	positive
641431099810414592	neutral
805625223118622720	negative
805701883834855424	neutral
674494616553447424	neutral
801571422787268609	neutral
802207354175574016	positive
805571227133890560	negative
802384271885242369	negative
802351500408201216	neutral
